Subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val
entity:Electric-Meter-18_Volts-L1,para:L1_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL1_V_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_Volts-amps-reactive-hours,para:Reactive_Energy_Usage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VArh_KVARH_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_Volts-amps-reactive,brick:Reactive_Power_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VAr_KVAR_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_Power-factor,brick:Power_Factor_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PF_KW_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_Frequency,brick:Frequency_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Hz_HZ_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_Amps-L3,para:L3_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL3_AMP_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_Amps-L2,para:L2_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL2_AMP_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_Amps-L1,para:L1_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL1_AMP_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_3-Phase-Volte,para:3P_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,3PVlt_V_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18_3-Phase-Current,para:3P_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,3PCurr_AMP_RAW,,,para:hasEntityId,Meter - 18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:isPartOf,entity:Electrical_System,brick:Electrical_System,rdfs:label_en,Meter-18 (3M1) (ATS 2),,,,,,,rec:installationDate,41275,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,rec:locatedIn,entity:Dar-Cairo_Basement-1-C,,rec:modelNumber,MTME-485-SUI-LCD-96,,,rec:manufacturedBy,ABB,,,brick:aliasOf,Meter - 18,,,,,,,rec:installationDate,41275,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_3-Phase-Current,para:3P_Current_Sensor,,,rdfs:label_en,Current (3 Phase),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_3-Phase-Volte,para:3P_Voltage_Sensor,,,rdfs:label_en,Voltage (3 Phase),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Amps-L1,para:L1_Current_Sensor,,,rdfs:label_en,Current (L1),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Amps-L2,para:L2_Current_Sensor,,,rdfs:label_en,Current (L2),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Amps-L3,para:L3_Current_Sensor,,,rdfs:label_en,Current (L3),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Frequency,brick:Frequency_Sensor,,,rdfs:label_en,Frequency,,,brick:hasUnit,unit:HZ,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Power-factor,brick:Power_Factor_Sensor,,,rdfs:label_en,Power Factor,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Volts-amps-reactive,brick:Reactive_Power_Sensor,,,rdfs:label_en,Reactive Power Demand,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Volts-amps-reactive-hours,para:Reactive_Energy_Usage_Sensor,,,rdfs:label_en,Reactive Power Consumption,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Volts-L1,para:L1_Voltage_Sensor,,,rdfs:label_en,Voltage (L1),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Volts-L1-L2,para:L1_L2_Voltage_Sensor,,,rdfs:label_en,Voltage (L2_L2),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Volts-L2,para:L2_Voltage_Sensor,,,rdfs:label_en,Voltage (L2),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Volts-L2-L3,para:L2_L3_Voltage_Sensor,,,rdfs:label_en,Voltage (L2_L3),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Volts-L3,para:L3_Voltage_Sensor,,,rdfs:label_en,Voltage (L3),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Volts-L3-L1,para:L3_L1_Voltage_Sensor,,,rdfs:label_en,Voltage (L3_L1),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Watt-hours,brick:Electrical_Energy_Usage_Sensor,,,rdfs:label_en,Electricity Power Consumption,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-18_Watts,brick:Electric_Power_Sensor,,,rdfs:label_en,Electricity Power Demand,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-18,brick:Electrical_Meter,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,,,,,ref:ifcName,Electric-Meter-18,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Watts,brick:Electric_Power_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ENERGY_Watts,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Watt-hours,brick:Electrical_Energy_Usage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ENERGY_WH,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Volts-L3-L1,para:L3_L1_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL31_V_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Volts-L3,para:L3_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL3_V_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Volts-L2-L3,para:L2_L3_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL23_V_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Volts-L2,para:L2_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL2_V_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Volts-L1-L2,para:L1_L2_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL12_V_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Volts-L1,para:L1_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL1_V_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Volts-amps-reactive-hours,para:Reactive_Energy_Usage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VArh_KVARH_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Volts-amps-reactive,brick:Reactive_Power_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VAr_KVAR_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Power-factor,brick:Power_Factor_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PF_KW_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Frequency,brick:Frequency_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Hz_HZ_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Amps-L3,para:L3_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL3_AMP_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Amps-L2,para:L2_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL2_AMP_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_Amps-L1,para:L1_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL1_AMP_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_3-Phase-Volte,para:3P_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,3PVlt_V_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17_3-Phase-Current,para:3P_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,3PCurr_AMP_RAW,,,para:hasEntityId,Meter - 17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:isPartOf,entity:Electrical_System,brick:Electrical_System,rdfs:label_en,Meter-17 (4M4) (DP/B1 C 13),,,,,,,rec:installationDate,41275,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,rec:locatedIn,entity:Dar-Cairo_Basement-3-C,,rec:modelNumber,MTME-485-SUI-LCD-96,,,rec:manufacturedBy,ABB,,,brick:aliasOf,Meter - 17,,,,,,,rec:installationDate,41275,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_3-Phase-Current,para:3P_Current_Sensor,,,rdfs:label_en,Current (3 Phase),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_3-Phase-Volte,para:3P_Voltage_Sensor,,,rdfs:label_en,Voltage (3 Phase),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Amps-L1,para:L1_Current_Sensor,,,rdfs:label_en,Current (L1),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Amps-L2,para:L2_Current_Sensor,,,rdfs:label_en,Current (L2),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Amps-L3,para:L3_Current_Sensor,,,rdfs:label_en,Current (L3),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Frequency,brick:Frequency_Sensor,,,rdfs:label_en,Frequency,,,brick:hasUnit,unit:HZ,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Power-factor,brick:Power_Factor_Sensor,,,rdfs:label_en,Power Factor,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Volts-amps-reactive,brick:Reactive_Power_Sensor,,,rdfs:label_en,Reactive Power Demand,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Volts-amps-reactive-hours,para:Reactive_Energy_Usage_Sensor,,,rdfs:label_en,Reactive Power Consumption,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Volts-L1,para:L1_Voltage_Sensor,,,rdfs:label_en,Voltage (L1),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Volts-L1-L2,para:L1_L2_Voltage_Sensor,,,rdfs:label_en,Voltage (L2_L2),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Volts-L2,para:L2_Voltage_Sensor,,,rdfs:label_en,Voltage (L2),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Volts-L2-L3,para:L2_L3_Voltage_Sensor,,,rdfs:label_en,Voltage (L2_L3),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Volts-L3,para:L3_Voltage_Sensor,,,rdfs:label_en,Voltage (L3),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Volts-L3-L1,para:L3_L1_Voltage_Sensor,,,rdfs:label_en,Voltage (L3_L1),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Watt-hours,brick:Electrical_Energy_Usage_Sensor,,,rdfs:label_en,Electricity Power Consumption,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-17_Watts,brick:Electric_Power_Sensor,,,rdfs:label_en,Electricity Power Demand,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-17,brick:Electrical_Meter,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,,,,,ref:ifcName,Electric-Meter-17,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Watts,brick:Electric_Power_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ENERGY_Watts,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Watt-hours,brick:Electrical_Energy_Usage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ENERGY_WH,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Volts-L3-L1,para:L3_L1_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL31_V_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Volts-L3,para:L3_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL3_V_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Volts-L2-L3,para:L2_L3_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL23_V_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Volts-L2,para:L2_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL2_V_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Volts-L1-L2,para:L1_L2_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL12_V_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Volts-L1,para:L1_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL1_V_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Volts-amps-reactive-hours,para:Reactive_Energy_Usage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VArh_KVARH_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Volts-amps-reactive,brick:Reactive_Power_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VAr_KVAR_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Power-factor,brick:Power_Factor_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,PF_KW_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Frequency,brick:Frequency_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,Hz_HZ_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Amps-L3,para:L3_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL3_AMP_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Amps-L2,para:L2_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL2_AMP_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_Amps-L1,para:L1_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,AL1_AMP_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_3-Phase-Volte,para:3P_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,3PVlt_V_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16_3-Phase-Current,para:3P_Current_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,3PCurr_AMP_RAW,,,para:hasEntityId,Meter - 16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:isPartOf,entity:Electrical_System,brick:Electrical_System,rdfs:label_en,Meter-16 (4M3) (SPARE),,,,,,,rec:installationDate,41275,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,rec:locatedIn,entity:Dar-Cairo_Basement-1-C,,rec:modelNumber,MTME-485-SUI-LCD-96,,,rec:manufacturedBy,ABB,,,brick:aliasOf,Meter - 16,,,,,,,rec:installationDate,41275,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_3-Phase-Current,para:3P_Current_Sensor,,,rdfs:label_en,Current (3 Phase),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_3-Phase-Volte,para:3P_Voltage_Sensor,,,rdfs:label_en,Voltage (3 Phase),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Amps-L1,para:L1_Current_Sensor,,,rdfs:label_en,Current (L1),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Amps-L2,para:L2_Current_Sensor,,,rdfs:label_en,Current (L2),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Amps-L3,para:L3_Current_Sensor,,,rdfs:label_en,Current (L3),,,brick:hasUnit,unit:A,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Frequency,brick:Frequency_Sensor,,,rdfs:label_en,Frequency,,,brick:hasUnit,unit:HZ,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Power-factor,brick:Power_Factor_Sensor,,,rdfs:label_en,Power Factor,,,brick:hasUnit,unit:UNITLESS,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Volts-amps-reactive,brick:Reactive_Power_Sensor,,,rdfs:label_en,Reactive Power Demand,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Volts-amps-reactive-hours,para:Reactive_Energy_Usage_Sensor,,,rdfs:label_en,Reactive Power Consumption,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Volts-L1,para:L1_Voltage_Sensor,,,rdfs:label_en,Voltage (L1),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Volts-L1-L2,para:L1_L2_Voltage_Sensor,,,rdfs:label_en,Voltage (L2_L2),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Volts-L2,para:L2_Voltage_Sensor,,,rdfs:label_en,Voltage (L2),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Volts-L2-L3,para:L2_L3_Voltage_Sensor,,,rdfs:label_en,Voltage (L2_L3),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Volts-L3,para:L3_Voltage_Sensor,,,rdfs:label_en,Voltage (L3),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Volts-L3-L1,para:L3_L1_Voltage_Sensor,,,rdfs:label_en,Voltage (L3_L1),,,brick:hasUnit,unit:V,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Watt-hours,brick:Electrical_Energy_Usage_Sensor,,,rdfs:label_en,Electricity Power Consumption,,,brick:hasUnit,unit:KiloW-HR,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,brick:hasPoint,entity:Electric-Meter-16_Watts,brick:Electric_Power_Sensor,,,rdfs:label_en,Electricity Power Demand,,,brick:hasUnit,unit:KiloW,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-16,brick:Electrical_Meter,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,,,,,ref:ifcName,Electric-Meter-16,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-15_Watts,brick:Electric_Power_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ENERGY_Watts,,,para:hasEntityId,Meter - 15,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-15_Watt-hours,brick:Electrical_Energy_Usage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,ENERGY_WH,,,para:hasEntityId,Meter - 15,,,,,,,,,,,,,,,,,,,,
entity:Electric-Meter-15_Volts-L3-L1,para:L3_L1_Voltage_Sensor,ref:hasExternalReference,<blanknode>,ref:TimeseriesReference,,,ref:hasTimeseriesId,VL31_V_RAW,,,para:hasEntityId,Meter - 15,,,,,,,,,,,,,,,,,,,,
